null	No.	OK	change	protein name	old
	8573			pyruvate formate lyase YbiW	pyruvate formate lyase YbiW
	8574			pyruvate formate lyase-I activating enzyme	pyruvate formate lyase-I activating enzyme
	8575			pyruvate formate lyase-II activating enzyme	pyruvate formate lyase-II activating enzyme
	8576			pyruvate kinase	pyruvate kinase
	8577		@	pyruvate kinase	pyruvate kinase (PK)
	8578			pyruvate kinase I	pyruvate kinase I
	8579			pyruvate kinase II	pyruvate kinase II
	8580			pyruvate oxidase	pyruvate oxidase
	8581		@	pyruvate synthase alpha subunit	pyruvate synthase alpha chain
	8582		@	pyruvate synthase alpha subunit	pyruvate synthase subunit PorA
	8583		@	pyruvate synthase beta subunit	pyruvate synthase beta chain
	8584		@	pyruvate synthase beta subunit	pyruvate synthase subunit PorB
	8585		@	pyruvate synthase delta subunit	pyruvate synthase delta chain
	8586		@	pyruvate synthase delta subunit	pyruvate synthase subunit PorD
	8587		@	pyruvate synthase gamma subunit	pyruvate synthase subunit PorC
	8588		@	"pyruvate, phosphate dikinase"	pyruvate phosphate dikinase
	8589			"pyruvate, phosphate dikinase"	"pyruvate, phosphate dikinase"
	8590			"pyruvate, water dikinase"	"pyruvate, water dikinase"
	8591		@	pyruvate/2-ketoisovalerate ferredoxin oxidoreductase gamma subunit	pyruvate/ketoisovalerate oxidoreductase common subunit gamma
	8592		@	pyruvate/2-ketoisovalerate ferredoxin oxidoreductases gamma subunit	pyruvate/ketoisovalerate-ferredoxin oxidoreductases common gamma subunit
	8593		@	pyruvate--ferredoxin oxidoreductase	pyruvate:ferredoxin oxidoreductase
	8594			pyruvate--flavodoxin oxidoreductase	pyruvate--flavodoxin oxidoreductase
	8595		@	pyruvate--flavodoxin oxidoreductase YdbK	pyruvate-flavodoxin oxidoreductase YdbK
	8596			pyruvoyl-dependent arginine decarboxylase	pyruvoyl-dependent arginine decarboxylase
	8597		@	QmcA protein	protein QmcA
	8598			QmcA protein	QmcA protein
	8599			"quercetin 2,3-dioxygenase YhhW"	"quercetin 2,3-dioxygenase YhhW"
	8600			queuosine biosynthesis protein	queuosine biosynthesis protein
	8601			quinate dehydrogenase	quinate dehydrogenase
	8602			quinate/shikimate dehydrogenase	quinate/shikimate dehydrogenase
	8603			quinohemoprotein alcohol dehydrogenase	quinohemoprotein alcohol dehydrogenase
	8604		@	quinohemoprotein amine dehydrogenase beta subunit	quinohemoprotein amine dehydrogenase subunit beta
	8605		@	quinohemoprotein amine dehydrogenase gamma subunit	quinohemoprotein amine dehydrogenase subunit gamma
	8606			quinol monooxygenase YgiN	quinol monooxygenase YgiN
	8607		@	quinolinate phosphoribosyltransferase	nicotinate-nucleotide pyrophosphorylase
	8608		@	quinolinate phosphoribosyltransferase	nicotinate-nucleotide pyrophosphorylase (carboxylating)
	8609		@	quinolinate phosphoribosyltransferase	nicotinate-nucleotide pyrophosphorylase [carboxylating]
	8610			quinolinate phosphoribosyltransferase	quinolinate phosphoribosyltransferase
	8611			quinolinate synthase A	quinolinate synthase A
	8612		@	quinolinate synthase A	quinolinate synthetase A
	8613			quinone oxidoreductase	quinone oxidoreductase
	8614			quinone oxidoreductase YhdH	quinone oxidoreductase YhdH
	8615			quinone reductase	quinone reductase
	8616		@	quinone reductase	soluble quinone reductase
	8617			quinoprotein ethanol dehydrogenase	quinoprotein ethanol dehydrogenase
	8618			quinoprotein glucose dehydrogenase	quinoprotein glucose dehydrogenase
	8619			RacC protein	RacC protein
	8620			racemase	racemase
	8621			RarD protein	RarD protein
	8622		@	rare lipoprotein RlpA	rare lipoprotein A
	8623			rare lipoprotein RlpA	rare lipoprotein RlpA
	8624			RatB protein	RatB protein
	8625			RdoA protein	RdoA protein
	8626		@	RecA protein	protein RecA
	8627			RecA protein	RecA protein
	8628			RecA protein homolog	RecA protein homolog
	8629			RecA/Rad51 homologue	RecA/Rad51 homologue
	8630		@	recombinase	DNA recombinase
	8631		@	recombinase	integrase/recombinase
	8632			recombinase	recombinase
	8633		@	recombinase (fragment)	truncated DNA recombinase
	8634			recombinase A	recombinase A
	8635			recombination protein RecR	recombination protein RecR
	8636			recombination-associated protein RdgC	recombination-associated protein RdgC
	8637			RecT protein	RecT protein
	8638		@	redox-sensing transcriptional repressor Rex	redox-sensing transcriptional regulator Rex
	8639		@	redox-sensing transcriptional repressor Rex	redox-sensing transcriptional repressor
	8640			redox-sensing transcriptional repressor Rex	redox-sensing transcriptional repressor Rex
	8641		@	redox-sensitive transcriptional activator SoxR	MerR family transcriptional regulator SoxR
	8642			redox-sensitive transcriptional activator SoxR	redox-sensitive transcriptional activator SoxR
	8643			regucalcin homolog	regucalcin homolog
	8644			regulatory protein	regulatory protein
	8645			regulatory protein BlaR1	regulatory protein BlaR1
	8646			regulatory protein CsrD	regulatory protein CsrD
	8647			regulatory protein MokB	regulatory protein MokB
	8648			regulatory protein MokC	regulatory protein MokC
	8649			regulatory protein NimR	regulatory protein NimR
	8650			regulatory protein PaiB	regulatory protein PaiB
	8651			regulatory protein PfoR homolog	regulatory protein PfoR homolog
	8652			regulatory protein PobS	regulatory protein PobS
	8653			regulatory protein RecX	regulatory protein RecX
	8654			regulatory protein TenI	regulatory protein TenI
	8655			regulatory protein UhpC	regulatory protein UhpC
	8656			regulatory protein WhiB	regulatory protein WhiB
	8657			regulatory protein YbfI	regulatory protein YbfI
	8658			regulatory protein YbfI (fragment)	regulatory protein YbfI (fragment)
	8659			regulatory protein YdiV	regulatory protein YdiV
	8660			regulatory protein YlbF	regulatory protein YlbF
	8661			relaxase/mobilization nuclease family protein	relaxase/mobilization nuclease family protein
	8662		@	RelE/StbE family addiction module toxin	StbE/RelE-family protein
	8663			Rem protein	Rem protein
	8664			repair endonuclease XPF	repair endonuclease XPF
	8665		@	replication factor A complex RPA14 subunit	replication protein A RPA14 subunit
	8666		@	replication factor A complex RPA32 subunit	replication protein A RPA32 subunit
	8667		@	replication factor A complex RPA41 subunit	replication protein A RPA41 subunit
	8668			replication factor C large subunit	replication factor C large subunit
	8669		@	replication factor C large subunit	replication factor C large subunit (clamp loader large subunit)
	8670			replication factor C small subunit	replication factor C small subunit
	8671		@	replication factor C small subunit	replication factor C small subunit (clamp loader small subunit)
	8672			replication initiation protein	replication initiation protein
	8673		@	replication initiation protein RepA	replication initiator RepA
	8674		@	replication initiation protein RepA	replication protein RepA
	8675		@	replication initiation protein RepB	replication protein RepB
	8676		@	replication initiation protein RepC	replication protein C
	8677			replication initiation regulator SeqA	replication initiation regulator SeqA
	8678		@	replication initiation/membrane attachment protein	replication initiation and membrane attachment protein
	8679		@	replication initiation/membrane attachment protein DnaB	DNA replication protein DnaB
	8680			replication protein	replication protein
	8681			replication-associated recombination protein A	replication-associated recombination protein A
	8682		@	replication-associated recombination protein A	replication-associated recombination protein RarA
	8683			replicative DNA helicase	replicative DNA helicase
	8684			resolvase	resolvase
	8685			response regulator inhibitor TorI	response regulator inhibitor TorI
	8686			restriction alleviation protein	restriction alleviation protein
	8687			resuscitation-promoting factor	resuscitation-promoting factor
	8688		@	resuscitation-promoting factor	resuscitation-promoting factor precursor
	8689			reverse gyrase	reverse gyrase
	8690		@	reverse gyrase	reverse gyrase (includes helicase and topoisomerase)
	8691			reverse transcriptase/maturase	reverse transcriptase/maturase
	8692			rhamnosyltransferase WbpY	rhamnosyltransferase WbpY
	8693			rhamnosyltransferase WbpZ	rhamnosyltransferase WbpZ
	8694			rhamnulokinase	rhamnulokinase
	8695			rhamnulose-1-phosphate aldolase	rhamnulose-1-phosphate aldolase
	8696			rhamnulose-1-phosphate aldolase/alcohol dehydrogenase	rhamnulose-1-phosphate aldolase/alcohol dehydrogenase
	8697			RheA repressor	RheA repressor
	8698			rho operon leader peptide	rho operon leader peptide
	8699			rhodocoxin	rhodocoxin
	8700			rhodocoxin reductase	rhodocoxin reductase
	8701			rhomboid peptidase	rhomboid peptidase
	8702			rhomboid protease GlpG	rhomboid protease GlpG
	8703			Rhs family protein	Rhs family protein
	8704			RhsA protein	RhsA protein
	8705			RhsB protein	RhsB protein
	8706			RhsC protein	RhsC protein
	8707			RhsD protein	RhsD protein
	8708			RhsE protein	RhsE protein
	8709			RhtB family transporter	RhtB family transporter
	8710			RhtB family transporter YahN	RhtB family transporter YahN
	8711			riboflavin kinase	riboflavin kinase
	8712			riboflavin synthase	riboflavin synthase
	8713		@	riboflavin synthase	riboflavin synthase alpha chain
	8714		@	riboflavin synthase	riboflavin synthase alpha subunit
	8715		@	"riboflavin synthase/3,4-dihydroxy-2-butanone-4-phosphate synthase"	"riboflavin synthase alpha chain/3,4-dihydroxy-2-butanone 4-phosphate synthase"
	8716			riboflavin transporter	riboflavin transporter
	8717		@	riboflavin transporter	"riboflavin uptake protein"
	8718			ribokinase	ribokinase
	8719			ribonuclease	ribonuclease
	8720			ribonuclease BN	ribonuclease BN
	8721		@	ribonuclease BN	tRNA-processing ribonuclease BN
	8722			ribonuclease D	ribonuclease D
	8723			ribonuclease E	ribonuclease E
	8724			ribonuclease G	ribonuclease G
	8725			ribonuclease H	ribonuclease H
	8726			ribonuclease H/acid phosphatase	ribonuclease H/acid phosphatase
	8727			ribonuclease HI	ribonuclease HI
	8728		@	ribonuclease HI/DNA polymerase III epsilon subunit	ribonuclease HI/DNA polymerase III subunit epsilon
	8729			ribonuclease HII	ribonuclease HII
	8730		@	ribonuclease HII	ribonuclease HII (RNase HII)
	8731			ribonuclease HIII	ribonuclease HIII
	8732			ribonuclease I	ribonuclease I
	8733			ribonuclease III	ribonuclease III
	8734			ribonuclease inhibitor	ribonuclease inhibitor
	8735			ribonuclease J	ribonuclease J
	8736			ribonuclease J	ribonuclease J
	8737		@	ribonuclease P	RNaseP
	8738			ribonuclease P protein component	ribonuclease P protein component
	8739			ribonuclease P protein component 1	ribonuclease P protein component 1
	8740			ribonuclease P protein component 2	ribonuclease P protein component 2
	8741			ribonuclease P protein component 3	ribonuclease P protein component 3
	8742			ribonuclease P protein component 4	ribonuclease P protein component 4
	8743			ribonuclease P protein Pop5	ribonuclease P protein Pop5
	8744			ribonuclease P protein Rpp21	ribonuclease P protein Rpp21
	8745			ribonuclease P protein Rpp29	ribonuclease P protein Rpp29
	8746			ribonuclease P protein Rpp30	ribonuclease P protein Rpp30
	8747			ribonuclease PH	ribonuclease PH
	8748			ribonuclease PH/nucleoside-triphosphatase	ribonuclease PH/nucleoside-triphosphatase
	8749			ribonuclease R	ribonuclease R
	8750			ribonuclease regulator	ribonuclease regulator
	8751			ribonuclease regulator RraA	ribonuclease regulator RraA
	8752			ribonuclease regulator RraB	ribonuclease regulator RraB
	8753			ribonuclease T	ribonuclease T
	8754			ribonuclease Z	ribonuclease Z
	8755		@	ribonuclease Z	ribonuclease Z (tRNA 3 endonuclease)
	8756			ribonucleoside hydrolase	ribonucleoside hydrolase
	8757			ribonucleoside-diphosphate reductase	ribonucleoside-diphosphate reductase
	8758		@	ribonucleoside-diphosphate reductase 1 alpha subunit	ribonucleoside-diphosphate reductase 1 subunit alpha
	8759		@	ribonucleoside-diphosphate reductase 1 beta subunit	ribonucleoside-diphosphate reductase 1 subunit beta
	8760		@	ribonucleoside-diphosphate reductase 2 alpha subunit	ribonucleoside-diphosphate reductase 2 subunit alpha
	8761		@	ribonucleoside-diphosphate reductase 2 beta subunit	ribonucleoside-diphosphate reductase 2 subunit beta
	8762		@	ribonucleoside-diphosphate reductase alpha subunit	ribonucleoside-diphosphate reductase alpha chain
	8763			ribonucleoside-diphosphate reductase alpha subunit	ribonucleoside-diphosphate reductase alpha subunit
	8764		@	ribonucleoside-diphosphate reductase alpha subunit	ribonucleoside-diphosphate reductase large subunit
	8765		@	ribonucleoside-diphosphate reductase alpha subunit	ribonucleoside-diphosphate reductase subunit alpha
	8766		@	ribonucleoside-diphosphate reductase beta subunit	ribonucleoside-diphosphate reductase beta chain
	8767			ribonucleoside-diphosphate reductase beta subunit	ribonucleoside-diphosphate reductase beta subunit
	8768		@	ribonucleoside-diphosphate reductase beta subunit	ribonucleoside-diphosphate reductase small subunit
	8769		@	ribonucleoside-diphosphate reductase beta subunit	ribonucleoside-diphosphate reductase subunit beta
	8770		@	ribonucleotide monophosphatase NagD	NagD protein
	8771		@	ribonucleotide monophosphatase NagD	NMP phosphatase
	8772			ribonucleotide monophosphatase NagD	ribonucleotide monophosphatase NagD
	8773			ribonucleotide reductase	ribonucleotide reductase
	8774		@	"ribose 1,5-bisphosphate phosphokinase"	"carbon-phosphorus lyase complex ribose 1,5-bisphosphate phosphokinase subunit"
	8775			"ribose 1,5-bisphosphate phosphokinase"	"ribose 1,5-bisphosphate phosphokinase"
	8776			"ribose 1,5-bisphosphate phosphokinase PhnN"	"ribose 1,5-bisphosphate phosphokinase PhnN"
	8777			ribose ABC transporter ATP-binding protein	ribose ABC transporter ATP-binding protein
	8778			ribose ABC transporter permease protein	ribose ABC transporter permease protein
	8779		@	ribose ABC transporter substrate-binding protein	ribose ABC transporter ribose-binding protein
	8780		@	ribose ABC transporter substrate-binding protein	ribose ABC transporter substrate binding protein
	8781		@	ribose ABC transporter substrate-binding protein	ribose ABC transporter substrate binding protein precursor
	8782			ribose ABC transporter substrate-binding protein	ribose ABC transporter substrate-binding protein
	8783		@	ribose operon transcriptional repressor RbsR	ribose operon repressor
	8784			ribose/galactose isomerase	ribose/galactose isomerase
	8785			"ribose-1,5-bisphosphate isomerase"	"ribose-1,5-bisphosphate isomerase"
	8786		@	ribose-5-phosphate isomerase	ribose 5-phosphate isomerase
	8787		@	ribose-5-phosphate isomerase	ribose 5-phosphate isomerase (phosphoriboisomerase)
	8788			ribose-5-phosphate isomerase	ribose-5-phosphate isomerase
	8789			ribose-5-phosphate isomerase A	ribose-5-phosphate isomerase A
	8790		@	ribose-5-phosphate isomerase B	ribose 5-phosphate isomerase B
